"","name","price","log_price","review.point","Owner","category","Distillery","Location","Region","Founded","ABV","n_Distillery"
"417","Cask & Thistle (distilled at Aberfeldy), 29 year old, 1974 Vintage",110,4.70048036579242,87,"Bacardi","Single Malt Scotch","Aberfeldy","Aberfeldy","Highland",1896,NA,13
"418","Cask & Thistle (distilled at Glen Grant), 15 year old, 1988 vintage, 46%",50,3.91202300542815,84,"Campari","Single Malt Scotch","Glen Grant","Rothes","Speyside",1840,46,27
"419","Cask & Thistle (distilled at Glenlivet), 30 year old, 1973 Vintage, 46%",100,4.60517018598809,83,"Chivas Brothers","Single Malt Scotch","Glenlivet","Ballindalloch","Speyside",1824,46,45
"420","Chapter 7 2008 (distilled at Aultmore) 9 year old, 62.2%",70,4.24849524204936,88,"Bacardi","Single Malt Scotch","Aultmore","Banffshire","Speyside",1895,62.2,7
"421","Chieftain’s (distilled at Bruichladdich) 22 year old 1989, 51.4%",130,4.86753445045558,86,"Rémy Cointreau","Single Malt Scotch","Bruichladdich","Rhinns of Islay","Islay",1881,51.4,65
"422","Chieftain’s (distilled at Glen Moray), 1989 vintage, 18 year old, 43%",90,4.49980967033027,83,"La Martiniquaise","Single Malt Scotch","Glen Moray","Elgin","Speyside",1897,43,19
"423","Chieftain’s (distilled at Glenturret) 21 year old, 55.8%",140,4.9416424226093,87,"Lalique Group","Single Malt Scotch","Glenturret","Crieff","Highland",1763,55.8,16
"424","Chieftain’s (distilled at Port Ellen), 1982 vintage, 25 year old, 43%",280,5.63478960316925,86,"Diageo","Single Malt Scotch","Port Ellen","Port Ellen","Islay",1825,43,18
"425","Chieftain’s (distilled at Springbank), 40 year old, 54%",1400,7.24422751560335,92,"J & A Mitchell & Co Ltd.","Single Malt Scotch","Springbank","Campbeltown","Campbeltown",1828,54,38
"426","Chieftain’s Choice (distilled at Rosebank) 20 year old, 54%",170,5.13579843705026,88,"Ian Macleod Distillers","Single Malt Scotch","Rosebank","Falkirk","Lowland",1798,54,13
"427","Ci6 Elements of Islay (distilled at Caol Ila), 61.2%",101,4.61512051684126,84,"Diageo","Single Malt Scotch","Caol Ila","Port Askaig","Islay",1846,61.2,50
"428","Clan Denny Speyside, 46%",45,3.80666248977032,89,"Harvey's of Edinburgh Ltd.","Blended Malt Scotch Whisky","Speyside","Drumguish","Speyside",1990,46,13
"429","Clynelish 14 year old, 43%",53,3.97029191355212,85,"Diageo","Single Malt Scotch","Clynelish","Brora","Highland",1967,43,26
"430","Clynelish 1993, Gordon & MacPhail Connoisseurs’ Choice range, 43%",70,4.24849524204936,87,"Diageo","Single Malt Scotch","Clynelish","Brora","Highland",1967,43,26
"431","Clynelish Distillers Edition 1992, 46%",134,4.89783979995091,85,"Diageo","Single Malt Scotch","Clynelish","Brora","Highland",1967,46,26
"432","Clynelish Distillers Edition 1993, 43%",74,4.30406509320417,86,"Diageo","Single Malt Scotch","Clynelish","Brora","Highland",1967,43,26
"433","Clynelish Select Reserve (Diageo Special Release 2014), 54.9%",800,6.68461172766793,88,"Diageo","Single Malt Scotch","Clynelish","Brora","Highland",1967,54.9,26
"434","Clynelish Select Reserve (Diageo Special Releases 2015), 56.1%",815,6.70318811324086,88,"Diageo","Single Malt Scotch","Clynelish","Brora","Highland",1967,56.1,26
"435","Clynelish, 14 year old, 46%",45,3.80666248977032,87,"Diageo","Single Malt Scotch","Clynelish","Brora","Highland",1967,46,26
"436","Clynelish, 57.3%",96,4.56434819146784,91,"Diageo","Single Malt Scotch","Clynelish","Brora","Highland",1967,57.3,26
"437","Compass Box Great King Street Glasgow Blend, 43%",45,3.80666248977032,88,"Independent","Blended Scotch Whisky","Glasgow","Glasgow","Lowland",2015,43,1
"438","Connoisseurs Choice (distilled at Mannochmore), 15 year old, 1990 vintage, 46%",65,4.17438726989564,82,"Diageo","Single Malt Scotch","Mannochmore","Elgin","Speyside",1971,46,2
"439","Cragganmore 10 year old, 60.1%",125,4.8283137373023,90,"Diageo","Single Malt Scotch","Cragganmore","Ballindalloch","Speyside",1869,60.1,14
"440","Cragganmore 12 year old, 43%",50,3.91202300542815,87,"Diageo","Single Malt Scotch","Cragganmore","Ballindalloch","Speyside",1869,43,14
"441","Cragganmore 21 year old, 56%",205,5.32300997913841,77,"Diageo","Single Malt Scotch","Cragganmore","Ballindalloch","Speyside",1869,56,14
"442","Cragganmore 25 year old (Diageo Special Release 2014), 51.4%",500,6.21460809842219,91,"Diageo","Single Malt Scotch","Cragganmore","Ballindalloch","Speyside",1869,51.4,14
"443","Cragganmore Distillers Edition 1997, 43%",67,4.20469261939097,89,"Diageo","Single Malt Scotch","Cragganmore","Ballindalloch","Speyside",1869,43,14
"444","Cragganmore Distillers Edition, 1992 vintage, 40%",65,4.17438726989564,87,"Diageo","Single Malt Scotch","Cragganmore","Ballindalloch","Speyside",1869,40,14
"445","Cragganmore Triple Matured Edition, 48%",135,4.90527477843843,93,"Diageo","Single Malt Scotch","Cragganmore","Ballindalloch","Speyside",1869,48,14
"446","Cragganmore, 29 year old, 52.9%",300,5.7037824746562,93,"Diageo","Single Malt Scotch","Cragganmore","Ballindalloch","Speyside",1869,52.9,14
"447","Cragganmore, 55.7%",600,6.39692965521615,89,"Diageo","Single Malt Scotch","Cragganmore","Ballindalloch","Speyside",1869,55.7,14
"448","Craigellachie 13 year old, 46%",53,3.97029191355212,90,"Bacardi","Single Malt Scotch","Craigellachie","Craigellachie","Speyside",1891,46,9
"449","Craigellachie 17 year old, 46%",132,4.88280192258637,87,"Bacardi","Single Malt Scotch","Craigellachie","Craigellachie","Speyside",1891,46,9
"450","Craigellachie 19 year old, 46%",168,5.12396397940326,89,"Bacardi","Single Malt Scotch","Craigellachie","Craigellachie","Speyside",1891,46,9
"451","Craigellachie 23 year old, 46%",536,6.2841341610708,91,"Bacardi","Single Malt Scotch","Craigellachie","Craigellachie","Speyside",1891,46,9
"452","Craigellachie 31 year old, 52.2%",718,6.57646956904822,89,"Bacardi","Single Malt Scotch","Craigellachie","Craigellachie","Speyside",1891,52.2,9
"453","D&M (Distilled at Scapa), 19 year old, 1989 Vintage, 52.7%",150,5.01063529409626,92,"Chivas Brothers","Single Malt Scotch","Scapa","Kirkwall","Island",1885,52.7,8
"454","Dailuaine 16 year old Flora & Fauna, 43%",65,4.17438726989564,88,"Diageo","Single Malt Scotch","Dailuaine","Aberlour","Speyside",1852,43,7
"455","Dailuaine 1980 34 year old (Diageo Special Release 2015), 50.9%",2000,7.60090245954208,93,"Diageo","Single Malt Scotch","Dailuaine","Aberlour","Speyside",1852,50.9,7
"456","Dalmore 1973 Vintage Gonzalez Byass Sherry Cask Finish, 42% ABV",250,5.52146091786225,93,"Whyte & Mackay","Single Malt Scotch","Dalmore","Alness","Highland",1839,42,44
"457","Dalmore 1995 The Distillery Manager’s Exclusive, 40%",135,4.90527477843843,82,"Whyte & Mackay","Single Malt Scotch","Dalmore","Alness","Highland",1839,40,44
"458","Dalmore 30 year old, 45%",2260,7.72312009226633,88,"Whyte & Mackay","Single Malt Scotch","Dalmore","Alness","Highland",1839,45,44
"459","Dalmore 35 year old, 40%",5000,8.51719319141624,92,"Whyte & Mackay","Single Malt Scotch","Dalmore","Alness","Highland",1839,40,44
"460","Dalmore 40 year old, 42%",7500,8.9226582995244,92,"Whyte & Mackay","Single Malt Scotch","Dalmore","Alness","Highland",1839,42,44
"461","Dalmore 50 year old, 40%",60000,11.0020998412042,93,"Whyte & Mackay","Single Malt Scotch","Dalmore","Alness","Highland",1839,40,44
"462","Dalmore Ceti 30 year old, 45%",1980,7.59085212368858,90,"Whyte & Mackay","Single Malt Scotch","Dalmore","Alness","Highland",1839,45,44
"463","Dalmore Distillery Exclusive 2015, 48%",229,5.43372200355424,88,"Whyte & Mackay","Single Malt Scotch","Dalmore","Alness","Highland",1839,48,44
"464","Dalmore Port Collection Vintage 1996, 45%",592,6.38350663488401,91,"Whyte & Mackay","Single Malt Scotch","Dalmore","Alness","Highland",1839,45,44
"465","Dalmore Quintessence, 45%",1230,7.11476944836646,92,"Whyte & Mackay","Single Malt Scotch","Dalmore","Alness","Highland",1839,45,44
"466","Dalmore Valour, 40%",72,4.27666611901606,82,"Whyte & Mackay","Single Malt Scotch","Dalmore","Alness","Highland",1839,40,44
"467","Dalwhinnie 15 year old, 43%",65,4.17438726989564,86,"Diageo","Single Malt Scotch","Dalwhinnie","Dalwhinnie","Highland",1898,43,8
"468","Dalwhinnie 25 year old (Diageo Special Releases 2015), 48.8%",480,6.17378610390194,86,"Diageo","Single Malt Scotch","Dalwhinnie","Dalwhinnie","Highland",1898,48.8,8
"469","Dalwhinnie 25 year old Special Release 2012, 52.1%",300,5.7037824746562,86,"Diageo","Single Malt Scotch","Dalwhinnie","Dalwhinnie","Highland",1898,52.1,8
"470","Dalwhinnie Distillers Edition 1992, 43%",81,4.39444915467244,87,"Diageo","Single Malt Scotch","Dalwhinnie","Dalwhinnie","Highland",1898,43,8
"471","Dalwhinnie Distillers Edition 1997, 43%",85,4.44265125649032,87,"Diageo","Single Malt Scotch","Dalwhinnie","Dalwhinnie","Highland",1898,43,8
"472","Dalwhinnie Distillers Edition, 1990 vintage, 43%",65,4.17438726989564,84,"Diageo","Single Malt Scotch","Dalwhinnie","Dalwhinnie","Highland",1898,43,8
"473","Dalwhinnie Winter’s Gold, 43%",58,4.06044301054642,84,"Diageo","Single Malt Scotch","Dalwhinnie","Dalwhinnie","Highland",1898,43,8
"474","Dalwhinnie, 29 year old, 57.8%",300,5.7037824746562,87,"Diageo","Single Malt Scotch","Dalwhinnie","Dalwhinnie","Highland",1898,57.8,8
"475","Deanston 18 year old, 46.3%",135,4.90527477843843,83,"Distell","Single Malt Scotch","Deanston","Doune","Highland",1965,46.3,8
"476","Deanston 20 year old Oloroso, 55.3%",180,5.19295685089021,82,"Distell","Single Malt Scotch","Deanston","Doune","Highland",1965,55.3,8
"477","Deanston 40 year old, 45.6%",1215,7.10249935577465,90,"Distell","Single Malt Scotch","Deanston","Doune","Highland",1965,45.6,8
"478","Deanston Organic 15 year old, 46.3%",115,4.74493212836325,81,"Distell","Single Malt Scotch","Deanston","Doune","Highland",1965,46.3,8
"479","Deanston Virgin Oak, 46.3%",32,3.46573590279973,82,"Distell","Single Malt Scotch","Deanston","Doune","Highland",1965,46.3,8
"480","Deanston, 12 year old, 46.3%",55,4.00733318523247,82,"Distell","Single Malt Scotch","Deanston","Doune","Highland",1965,46.3,8
"481","Deanston, 30 year old, 46.7%",265,5.57972982598622,83,"Distell","Single Malt Scotch","Deanston","Doune","Highland",1965,46.7,8
"482","Distillery Select 'Craiglodge' (distilled at Loch Lomond), 8 year old, 1998 vintage, 45%",60,4.0943445622221,71,"Loch Lomond Group","Single Malt Scotch","Loch Lomond","Alexandria","Highland",1964,45,11
"483","Distillery Select 'Craiglodge' (distilled at Loch Lomond), Cask #329, 13 year old, 45%",70,4.24849524204936,86,"Loch Lomond Group","Single Malt Scotch","Loch Lomond","Alexandria","Highland",1964,45,11
"484","Distillery Select 'Croftengea' (distilled at Loch Lomond), 9 year old, 1997 vintage, 45%",60,4.0943445622221,72,"Loch Lomond Group","Single Malt Scotch","Loch Lomond","Alexandria","Highland",1964,45,11
"485","Distillery Select 'Croftengea' (distilled at Loch Lomond), Cask #1, 10 year old, 45%",65,4.17438726989564,82,"Loch Lomond Group","Single Malt Scotch","Loch Lomond","Alexandria","Highland",1964,45,11
"486","Distillery Select 'Inchmoan' (distilled at Loch Lomond), Cask #151, 13 year old, 1992 vintage, 45%",60,4.0943445622221,63,"Loch Lomond Group","Single Malt Scotch","Loch Lomond","Alexandria","Highland",1964,45,11
"487","Double Barrel Ardbeg & Craigellachie, 46%",78,4.35670882668959,89,"LVMH","Blended Malt Scotch Whisky","Ardbeg","Port Ellen","Islay",1815,46,30
"488","Double Barrel Ardbeg & Craigellachie, 46%",78,4.35670882668959,89,"Bacardi","Blended Malt Scotch Whisky","Craigellachie","Craigellachie","Speyside",1891,46,9
"489","Double Barrel Caol Ila/Tamdhu, 46%",49,3.89182029811063,80,"Diageo","Blended Malt Scotch Whisky","Caol Ila","Port Askaig","Islay",1846,46,50
"490","Double Barrel Caol Ila/Tamdhu, 46%",49,3.89182029811063,80,"Ian Macleod Distillers","Blended Malt Scotch Whisky","Tamdhu","Knockando","Speyside",1897,46,6
"491","Double Barrel Laphroaig/Mortlach, 46%",77,4.34380542185368,83,"Beam Suntory","Blended Malt Scotch Whisky","Laphroaig","Port Ellen","Islay",1815,46,32
"492","Double Barrel Laphroaig/Mortlach, 46%",77,4.34380542185368,83,"Diageo","Blended Malt Scotch Whisky","Mortlach","Dufftown","Speyside",1823,46,23
"493","Double Barrel Ledaig/Bowmore, 46%",49,3.89182029811063,88,"Beam Suntory","Blended Malt Scotch Whisky","Bowmore","Bowmore","Islay",1779,46,59
"494","Double Barrel Talisker/Craigellachie, 46%",49,3.89182029811063,84,"Bacardi","Blended Malt Scotch Whisky","Craigellachie","Craigellachie","Speyside",1891,46,9
"495","Double Barrel Talisker/Craigellachie, 46%",49,3.89182029811063,84,"Diageo","Blended Malt Scotch Whisky","Talisker","Carbost, Isle of Skye","Island",1830,46,27
"496","Douglas Laing (distilled at Auchentoshan) 11 year old, 46%",62,4.12713438504509,86,"Beam Suntory","Single Malt Scotch","Auchentoshan","Dalmuir","Lowland",1823,46,40
"497","Douglas Laing (distilled at Glenturret) 18 year old, 50%",124,4.82028156560504,85,"Lalique Group","Single Malt Scotch","Glenturret","Crieff","Highland",1763,50,16
"498","Douglas Laing 21 year old (distilled at Highland Park), 52.6%",224,5.41164605185504,86,"Edrington","Single Malt Scotch","Highland Park","Kirkwall","Island",1798,52.6,62
"499","Douglas Laing Directors’ Cut (distilled at Rosebank) 21 year old cask #10146, 53.8%",676,6.51619307604296,88,"Ian Macleod Distillers","Single Malt Scotch","Rosebank","Falkirk","Lowland",1798,53.8,13
"500","Douglas Laing Director’s Cut (distilled at Teaninich) 1982, 47.8%",297,5.6937321388027,85,"Diageo","Single Malt Scotch","Teaninich","Alness","Highland",1817,47.8,3
"501","Douglas Laing Director’s Cut (distilled at Tomatin) 45 year old, 51.6%",353,5.8664680569333,87,"Takara Shuzo Co","Single Malt Scotch","Tomatin","Tomatin","Highland",1897,51.6,33
"502","Douglas Laing Extra Old Particular (distilled at Mortlach) 22 year old, 57.1%",280,5.63478960316925,91,"Diageo","Single Malt Scotch","Mortlach","Dufftown","Speyside",1823,57.1,23
"503","Douglas Laing Old Malt Cask (distilled at Highland Park) 15 year old, 50%",111,4.70953020131233,85,"Edrington","Single Malt Scotch","Highland Park","Kirkwall","Island",1798,50,62
"504","Douglas Laing Old Malt Cask (distilled at Rosebank) 21 year old, 50%",212,5.35658627467201,85,"Ian Macleod Distillers","Single Malt Scotch","Rosebank","Falkirk","Lowland",1798,50,13
"505","Douglas Laing Old Malt Cask (distilled at Royal Brackla) 12 year old, 50%",79,4.36944785246702,86,"Bacardi","Single Malt Scotch","Royal Brackla","Nairn","Highland",1812,50,6
"506","Douglas Laing Old Particular (distilled at Blair Athol) 20 year old, 51.5%",129,4.85981240436167,86,"Diageo","Single Malt Scotch","Blair Athol","Pitlochry","Highland",1798,51.5,10
"507","Douglas Laing Old Particular (distilled at Bowmore) 15 year old, 48.4%",153,5.03043792139244,81,"Beam Suntory","Single Malt Scotch","Bowmore","Bowmore","Islay",1779,48.4,59
"508","Douglas Laing Old Particular (distilled at Bowmore) 18 year old, 60.1%",168,5.12396397940326,83,"Beam Suntory","Single Malt Scotch","Bowmore","Bowmore","Islay",1779,60.1,59
"509","Douglas Laing Old Particular (distilled at Bunnahabhain) 16 year old, 48.4%",105,4.65396035015752,80,"Distell","Single Malt Scotch","Bunnahabhain","Port Askaig","Islay",1881,48.4,38
"510","Douglas Laing Old Particular (distilled at Bunnahabhain) 17 year old, 48.4%",110,4.70048036579242,86,"Distell","Single Malt Scotch","Bunnahabhain","Port Askaig","Islay",1881,48.4,38
"511","Douglas Laing Old Particular (distilled at Craigellachie) 18 year old, 48.4%",123,4.81218435537242,84,"Bacardi","Single Malt Scotch","Craigellachie","Craigellachie","Speyside",1891,48.4,9
"512","Douglas Laing Old Particular (distilled at Dalmore) 17 year old cask #0080, 54.8%",152,5.02388052084628,85,"Whyte & Mackay","Single Malt Scotch","Dalmore","Alness","Highland",1839,54.8,44
"513","Douglas Laing Old Particular (distilled at Dalmore) 1997, 55.5%",119,4.77912349311153,83,"Whyte & Mackay","Single Malt Scotch","Dalmore","Alness","Highland",1839,55.5,44
"514","Douglas Laing Old Particular (distilled at Deanston, Cask 10,426) 1994, 51.7%",133,4.89034912822175,84,"Distell","Single Malt Scotch","Deanston","Doune","Highland",1965,51.7,8
"515","Douglas Laing Old Particular (distilled at Glen Moray) 14 year old, 48.4%",83,4.4188406077966,87,"La Martiniquaise","Single Malt Scotch","Glen Moray","Elgin","Speyside",1897,48.4,19
"516","Douglas Laing Old Particular (distilled at Glenallachie) 22 year old, 51.5%",130,4.86753445045558,82,"The GlenAllachie Distillers Co Limited","Single Malt Scotch","Glenallachie","Banffshire","Speyside",1967,51.5,3
"517","Douglas Laing Old Particular (distilled at Glenburgie) 25 year old, 49.3%",190,5.24702407216049,87,"Chivas Brothers","Single Malt Scotch","Glenburgie","Morayshire","Speyside",1810,49.3,7
"518","Douglas Laing Old Particular (distilled at Glenburgie) 7 year old, 46%",53,3.97029191355212,81,"Chivas Brothers","Single Malt Scotch","Glenburgie","Morayshire","Speyside",1810,46,7
"519","Douglas Laing Old Particular (distilled at Glenrothes) 17 year old, 48.4%",117,4.76217393479776,90,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,48.4,47
"520","Douglas Laing Old Particular (distilled at Glenturret) 1987, 51.5%",151,5.01727983681492,87,"Lalique Group","Single Malt Scotch","Glenturret","Crieff","Highland",1763,51.5,16
"521","Douglas Laing Old Particular (distilled at Highland Park) 18 year old cask #0074, 48.4%",169,5.12989871492307,86,"Edrington","Single Malt Scotch","Highland Park","Kirkwall","Island",1798,48.4,62
"522","Douglas Laing Old Particular (distilled at Laphroaig) 14 year old, 48.4%",142,4.95582705760126,88,"Beam Suntory","Single Malt Scotch","Laphroaig","Port Ellen","Islay",1815,48.4,32
"523","Douglas Laing Old Particular (distilled at Macallan) 21 year old, 51.5%",101,4.61512051684126,82,"Edrington","Single Malt Scotch","Macallan","Craigellachie","Speyside",1824,51.5,54
"524","Douglas Laing Old Particular (distilled at Miltonduff) 20 year old, 51.5%",113,4.72738781871234,88,"Chivas Brothers","Single Malt Scotch","Miltonduff","Elgin","Speyside",1824,51.5,7
"525","Douglas Laing Old Particular (distilled at Miltonduff) 22 year old, 51.5%",127,4.84418708645859,90,"Chivas Brothers","Single Malt Scotch","Miltonduff","Elgin","Speyside",1824,51.5,7
"526","Douglas Laing Old Particular (distilled at Tamdhu) 16 year old, 46%",101,4.61512051684126,80,"Ian Macleod Distillers","Single Malt Scotch","Tamdhu","Knockando","Speyside",1897,46,6
"527","Douglas Laing Old Particular 10 year old (Ledaig, distilled at Tobermory), 48.4%",69,4.23410650459726,83,"Distell","Single Malt Scotch","Tobermory","Tobermory, Isle of Mull","Island",1798,48.4,11
"528","Douglas Laing Old Particular 1988 (distilled at Glenturret), 45.4%",144,4.969813299576,86,"Lalique Group","Single Malt Scotch","Glenturret","Crieff","Highland",1763,45.4,16
"529","Douglas Laing Old Particular 1995 (distilled at Glen Garioch), 51.5%",105,4.65396035015752,86,"Beam Suntory","Single Malt Scotch","Glen Garioch","Oldmeldrum","Highland",1797,51.5,24
"530","Douglas Laing Old Particular 1996 (distilled at Highland Park), 48.4%",151,5.01727983681492,84,"Edrington","Single Malt Scotch","Highland Park","Kirkwall","Island",1798,48.4,62
"531","Douglas Laing Old Particular 21 year old (distilled at Glen Scotia), 51.5%",137,4.91998092582813,87,"Loch Lomond Group","Single Malt Scotch","Glen Scotia","Campbeltown","Campbeltown",1832,51.5,20
"532","Douglas Laing Old Particular Ledaig 1993 (distilled at Tobermory), 50.9%",185,5.22035582507832,86,"Distell","Single Malt Scotch","Tobermory","Tobermory, Isle of Mull","Island",1798,50.9,11
"533","Douglas Laing Old Particular Range (distilled at Auchroisk) 18 year old, 48.8%",120,4.78749174278205,86,"Diageo","Single Malt Scotch","Auchroisk","Mulben","Speyside",1972,48.8,7
"534","Douglas Laing Premier Barrel (distilled at Glengoyne) 7 year old, 46%",95,4.55387689160054,80,"Ian Macleod Distillers","Single Malt Scotch","Glengoyne","Dumgoyne","Highland",1833,46,17
"535","Douglas Laing Premier Barrel (distilled at Talisker) 5 year old, 46%",110,4.70048036579242,80,"Diageo","Single Malt Scotch","Talisker","Carbost, Isle of Skye","Island",1830,46,27
"536","Douglas Laing Provenanace (distilled at Longmorn) 11 year old, 46%",73,4.29045944114839,83,"Chivas Brothers","Single Malt Scotch","Longmorn","Elgin","Speyside",1893,46,19
"537","Douglas Laing Provenance (distilled at Arran) 12 year old, 46%",63,4.14313472639153,85,"Isle of Arran Distillers Ltd.","Single Malt Scotch","Arran","Lochranza","Island",1995,46,37
"538","Douglas Laing Provenance (distilled at Blair Athol) 12 year old, 46%",63,4.14313472639153,85,"Diageo","Single Malt Scotch","Blair Athol","Pitlochry","Highland",1798,46,10
"539","Douglas Laing Provenance (distilled at Caol Ila) 6 year old, 46%",73,4.29045944114839,84,"Diageo","Single Malt Scotch","Caol Ila","Port Askaig","Islay",1846,46,50
"540","Douglas Laing Provenance (distilled at Dailuaine) 10 year old, 46%",66,4.18965474202643,85,"Diageo","Single Malt Scotch","Dailuaine","Aberlour","Speyside",1852,46,7
"541","Douglas Laing Provenance (distilled at Fettercairn) 2003, 45%",56,4.02535169073515,82,"Whyte & Mackay","Single Malt Scotch","Fettercairn","Fettercairn","Highland",1824,45,4
"542","Douglas Laing Provenance (distilled at Glen Garioch) 17 year old, 46%",92,4.52178857704904,85,"Beam Suntory","Single Malt Scotch","Glen Garioch","Oldmeldrum","Highland",1797,46,24
"543","Douglas Laing Provenance (distilled at Glenrothes) 10 year old, 46%",104,4.64439089914137,90,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,46,47
"544","Douglas Laing Provenance (distilled at Laphroaig) 8 year old, 46%",92,4.52178857704904,86,"Beam Suntory","Single Malt Scotch","Laphroaig","Port Ellen","Islay",1815,46,32
"545","Douglas Laing Provenance (distilled at Mortlach) 8 year old, 46%",66,4.18965474202643,80,"Diageo","Single Malt Scotch","Mortlach","Dufftown","Speyside",1823,46,23
"546","Douglas Laing Provenance (distilled at Talisker) 6 year old 2008, 46%",85,4.44265125649032,80,"Diageo","Single Malt Scotch","Talisker","Carbost, Isle of Skye","Island",1830,46,27
"547","Douglas Laing Provenance 8 year old (distilled at Ben Nevis), 46%",67,4.20469261939097,82,"Nikka Whisky Distilling Co Ltd","Single Malt Scotch","Ben Nevis","Fort William","Highland",1825,46,11
"548","Douglas Laing Provenance Young & Feisty (distilled at Talisker), 46%",110,4.70048036579242,80,"Diageo","Single Malt Scotch","Talisker","Carbost, Isle of Skye","Island",1830,46,27
"549","Douglas Laing Queen of the Hebrides (distilled at Laphroaig) 18 year old, 50%",181,5.19849703126583,89,"Beam Suntory","Single Malt Scotch","Laphroaig","Port Ellen","Islay",1815,50,32
"550","Douglas Laing Single Minded (distilled at Jura) 8 year old, 41.5%",48,3.87120101090789,79,"Whyte & Mackay","Single Malt Scotch","Jura","Craighouse, Jura","Island",1810,41.5,18
"551","Douglas Laing Single Minded Speyside 15 year old, 46%",88,4.47733681447821,82,"Harvey's of Edinburgh Ltd.","Single Malt Scotch","Speyside","Drumguish","Speyside",1990,46,13
"552","Douglas Laing Single Minded Speyside 24 year old, 46%",125,4.8283137373023,84,"Harvey's of Edinburgh Ltd.","Single Malt Scotch","Speyside","Drumguish","Speyside",1990,46,13
"553","Douglas of Drumlanrig (distilled at Caol Ila), Cask #6616, 1985 vintage, 25 year old, 53.9%",150,5.01063529409626,89,"Diageo","Single Malt Scotch","Caol Ila","Port Askaig","Islay",1846,53.9,50
"554","Dun Bheagan (distilled at Caol Ila) 1993 Vintage, 10 year old, 43% ABV",56,4.02535169073515,85,"Diageo","Single Malt Scotch","Caol Ila","Port Askaig","Islay",1846,43,50
"555","Dun Bheagan (distilled at Springbank), Cask #56, 37 year, 41.5%",350,5.85793315448346,85,"J & A Mitchell & Co Ltd.","Single Malt Scotch","Springbank","Campbeltown","Campbeltown",1828,41.5,38
"556","Dun Bheagan (distilled at Springbank), Cask No. 1704, 35 year old, 1970 vintage, 50.5%",300,5.7037824746562,95,"J & A Mitchell & Co Ltd.","Single Malt Scotch","Springbank","Campbeltown","Campbeltown",1828,50.5,38
"557","Duncan Taylor 'Rarest of the Rare' Glencraig (distilled at Glenburgie), Cask #2926, 30 year old, 1974 vintage, 42.0%",245,5.50125821054473,89,"Chivas Brothers","Single Malt Scotch","Glenburgie","Morayshire","Speyside",1810,42,7
"558","Duncan Taylor (distilled at Aberlour) Dimensions Range 1993 18 year old, 54.3%",110,4.70048036579242,86,"Chivas Brothers","Single Malt Scotch","Aberlour","Aberlour","Speyside",1879,54.3,15
"559","Duncan Taylor (distilled at Auchentoshan) 13 year old 1998, 46%",66,4.18965474202643,84,"Beam Suntory","Single Malt Scotch","Auchentoshan","Dalmuir","Lowland",1823,46,40
"560","Duncan Taylor (distilled at Aultmore) 6 year old, 53.2%",85,4.44265125649032,85,"Bacardi","Single Malt Scotch","Aultmore","Banffshire","Speyside",1895,53.2,7
"561","Duncan Taylor (distilled at Blair Athol) 22 year old 1989, 50.5%",125,4.8283137373023,84,"Diageo","Single Malt Scotch","Blair Athol","Pitlochry","Highland",1798,50.5,10
"562","Duncan Taylor (distilled at Bowmore), 21 year old, 1982 Vintage, Cask #8501, 59%",180,5.19295685089021,85,"Beam Suntory","Single Malt Scotch","Bowmore","Bowmore","Islay",1779,59,59
"563","Duncan Taylor (distilled at Bowmore), Cask #85013, 22 year, 1982 vintage, 58.9%",100,4.60517018598809,91,"Beam Suntory","Single Malt Scotch","Bowmore","Bowmore","Islay",1779,58.9,59
"564","Duncan Taylor (distilled at Bruichladdich), 34 year old, 1969 Vintage, 46%",234,5.4553211153577,90,"Rémy Cointreau","Single Malt Scotch","Bruichladdich","Rhinns of Islay","Islay",1881,46,65
"565","Duncan Taylor (distilled at Bunnahabhain) 25 year old, 46%",348,5.85220247977447,83,"Distell","Single Malt Scotch","Bunnahabhain","Port Askaig","Islay",1881,46,38
"566","Duncan Taylor (distilled at Bunnahabhain) Rare Auld Range 1987 (24 year old), 55.7%",135,4.90527477843843,87,"Distell","Single Malt Scotch","Bunnahabhain","Port Askaig","Islay",1881,55.7,38
"567","Duncan Taylor (distilled at Bunnahabhain), 1997 vintage, 12 year old, 46%",88,4.47733681447821,85,"Distell","Single Malt Scotch","Bunnahabhain","Port Askaig","Islay",1881,46,38
"568","Duncan Taylor (distilled at Bunnahabhain), 36 year old, 1967 vintage, 40.2%",160,5.07517381523383,90,"Distell","Single Malt Scotch","Bunnahabhain","Port Askaig","Islay",1881,40.2,38
"569","Duncan Taylor (distilled at Bunnahabhain), cask #7020, 39 year old, 40.5%",420,6.04025471127741,89,"Distell","Single Malt Scotch","Bunnahabhain","Port Askaig","Islay",1881,40.5,38
"570","Duncan Taylor (distilled at Clynelish) 1990, 53.2%",125,4.8283137373023,86,"Diageo","Single Malt Scotch","Clynelish","Brora","Highland",1967,53.2,26
"571","Duncan Taylor (distilled at Glen Grant) 1972 Vintage, 31 year old, 56.1% ABV",155,5.04342511691925,83,"Campari","Single Malt Scotch","Glen Grant","Rothes","Speyside",1840,56.1,27
